company,job_title,location,company_rating,job_age,job_link,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento,scraping_date
GIGROUP,Tecnico di Manutenzione,Messina,3.8,6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=310&ao=1110586&s=58&guid=0000018691fecca5803897ea0141fd5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_733d79fa&cb=1677486640568&jobListingId=1008483379118&cpc=A65DF3A704A48F9B&jrtk=3-0-1gq8vtj6og2f6801-1gq8vtj7ej44q801-18b4174dd74e7e2c--6NYlbfkN0BgysnIr55e20vnvfGrU75tCLJ-2bjT-JRpm-kAsv4N0KODNmIMWIuulNjOxPs6c-7OtaU89qtE2g9b4i4PEEHQeLQhVCCC6lAn_MpAAuceIKwgbvA-wKoGBmRIOv92PeASCb6wMb7XltuK7hLQBtVeXMiYdtDoQw4LtcWCqOvbivM22LrOVxp4j7cF-Q3M6j9QPTyL24sRQ_muErWbkesGiTHv9WPPigVpdrs3CPGupJ1fZ_ZYpZmN0WG9ICEf_faEv2mNOCcFDIQfymRHJkNMnSJJfRzyLgYJE4jKDrWPwRtGkSMUt5UJi3pV4R6f1Odc4IPgL3MAthPTyIq92WeqG4fc4QrB6vm6sb7vr9xtSS5dsTTru47qljq2JCzKbTVL1DGp_W500Xc0e1DUGVuCVK8aLf7t6GHsK0Ite-kk69e_43Ke3TOcw9b4IkWZsP03FF4FdLro9_creJeIZKRBCQ2CEiXnDPBn5fpIP8A6DkdZheDcevMA9tHC1zSG0XwL7T2ydY9PAcS6HkcRGdfpFUd5jxrLnuVThjc8kRXLUrz-RGfl5XTlxGW_Wt7LYGx3D9T9DodyTi6f88UuUgBqcYTlifxhEC7djJ9_eBH_3BzavtfPgCutiiPbFFDoSRNs9L_5GFrXz36NB9ol4ducv0wKGiJ6zpx2LxOQ5EcwWBWfZqZFuG_7s7jhSM4ExYwMbPvQ42o5Xw_TwrrmLmPDwDlFP7oaQqse5OqL1sa5qxW9sQgzKvINkaR-FbcdyMWJ0pXb8incw_0dJbhDU9OjhOAE3Kd3_YFWw46IK5LfZv3d2YXa7H8BkpnqShuz-seKsmxA27NzVZ83kauXt0HE0h_-F_cjfzRaQ3I1xf2ej8iTDeqxvkYFg19OJ9XvwptrHvvGMc1AY6EIYfmkqW2K4gGUUQOiEOvDwq1odzv9CC8vQlmJiOgQBhENK94wGKC2VRf7GFbkFPaenw3oMjsZkCvffKhKlv0xtETNJGAIUGkoK2TE8mD8nCetW6wnQayQPOlFbKBgOHoc2N0WehvDt8uK9PKP6YreF_cEeI0ytgHk1wK2hJyuhMEKNDl0XldWFgpwRt7BNNjNw8OOcDtVdCEKHIAz7ZouYLm_9DbqlS2LLT0xm5K1Loy4dFbP3lDmEqmJ3ONN7JPYvN-9FBTo9htS05v9ZAsXaKKNk-mCvMUC0Y10sd44LsT1MD-r5coVZ5-CIeQBWnAsIYMSo3q7AGxozrEFGcYcyu4gDcZROA%3D%3D,3.3,3.4,3.7,3.4,3.5,"Milano, Italia",Oltre 10.000 dipendenti,Azienda - Settore privato,$ 1 - $ 5 miliardi (USD),1998,Consulenza HR,Risorse umane e selezione del personale,2023-02-27
Manpower,Addetto Alle Vendite,Milazzo,4.2,30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=311&ao=1136043&s=58&guid=0000018691fecca5803897ea0141fd5c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_17df6b1e&cb=1677486640568&jobListingId=1008433039866&jrtk=3-0-1gq8vtj6og2f6801-1gq8vtj7ej44q801-fa6a157bedf9fd4f-,4.0,3.8,4.1,4.0,4.1,"Milwaukee, Stati Uniti d'America",Oltre 10.000 dipendenti,Controllata o segmento aziendale,Più di $ 10 miliardi (USD),1948,Consulenza HR,Risorse umane e selezione del personale,2023-02-27
Samba Srl,Personale di Supporto Alle Vendite,Milazzo,,26 g,https://www.glassdoor.it/partner/jobListing.htm?pos=312&ao=1136043&s=58&guid=0000018691fecca5803897ea0141fd5c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8d18cf44&cb=1677486640568&jobListingId=1008439838404&jrtk=3-0-1gq8vtj6og2f6801-1gq8vtj7ej44q801-02fbdc637d39f3bd-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-27
GIGROUP,Responsabile Della Manutenzione,Messina,3.8,6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=313&ao=1110586&s=58&guid=0000018691fecca5803897ea0141fd5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_d19ef4cc&cb=1677486640568&jobListingId=1008483378512&cpc=A65DF3A704A48F9B&jrtk=3-0-1gq8vtj6og2f6801-1gq8vtj7ej44q801-87a520e478c69cc2--6NYlbfkN0BgysnIr55e20vnvfGrU75tCLJ-2bjT-JRpm-kAsv4N0KODNmIMWIuulNjOxPs6c-7OtaU89qtE2uZIvLsafE8-_yMP0OSFVeiC9H3jolYl-J5aqH7k5NqCky4rxQbiVSXHYdx994R972PUFX_Tk7nemQs3Xv8P_qY2rFwWe71xxAxPBeYaZt4gGass8Z9z7PZPDSPk1aoM9RjkJVLUvKN3htiXOKpG60n6Lf-2S2nuRlK3PCQjfoQkpX4gRh1yvt_Ck1zlhbOTLM_jwIQJyU1Fj9L7RZBQKz9nQLgBzwX7sSzZ82EJxrGaCdXwsVCyt4KEpNz5dOdL5m9QVfDgLK1QgY08HE0y0Ilm1jD0xyt-vSHzc8viIWVsLkdRiby-Jn8OjUZOZuO5mKwZRUOeW-CA0OR1zmUFkyoMyrXjRaXg71jaPG_IBj7gRI_3lM1t4v5kvKLNXZG6QeURG2FpBbvalCXdTWam_W5S1GJF6Fn3r7Ptys8qF5P6iGwvnhUPmsFXFADjvrntxV6GVi9NPZ1ZGY67IfXSk42OUhtowCs1OneO_24GLkMppdsNODmcWhig-2tMhQaypIR8sbW9wAI5pP8yRSk8fRgbE-SIIJBp7jH3besaMF-ZluuLzU7CUIOkUKmFFLiYj3JDK6nwtCoGmzkPV0NcaQpLsjwVMQEpFilJF8RljoiXnJc87jWEbyVb44R-AQr5yoMsvWq9A300uCQO5OAHrGnQxW0Gg1hmj5eO2u1YRIU9gsoWcUeyd_Dg4cAXxDPW7o1fZSw8bfBema9pMiLcszPwYTeZ8JQPxxLkPX4PFuXNb63UwNq4vwJOLSunaKAG6LprFUEFP0MobT9QCR_6m_-cemozsOXjOqk63MOh_Ed8emrmpO1OQzxJIgCDGQx4a5MwWRUnOmQJ2FnljofMgwa7VHANKnfdrIJQC6ksL0IB961EverisLalIb7VDsXrJgSPsdkCQmdI-yX6uR8lOizKQ9yPXLdZ1FxYDX16mxIjPE-L7RdPA5QC73HAJSUIYPgT3iwpP3M3BdJ96qwLlGUo3nXwx21SJAcSC5vOxhjpoejVUKJfZPVK2-bow9tDWuH4wUkMTFkhnX0Gkc5RI2mfskNOAcE_LbviVzlxE_S3FGK9LibcJkVFFyupOMU9W78B54j3C5bLVw_mO9y7eK3p_6GF0LY6Zx_QnkKZu63tKMiEdexrG8wdrypkK1DtQP6XNICujwtxtnBlks5QtEN-2nW-2XP8AA%3D%3D,3.3,3.3,3.7,3.4,3.5,"Milano, Italia",Oltre 10.000 dipendenti,Azienda - Settore privato,$ 1 - $ 5 miliardi (USD),1998,Consulenza HR,Risorse umane e selezione del personale,2023-02-27
Zio Angelo,Cameriere,Messina,,29 g,https://www.glassdoor.it/partner/jobListing.htm?pos=314&ao=1136043&s=58&guid=0000018691fecca5803897ea0141fd5c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c7834ac0&cb=1677486640568&jobListingId=1008434712760&jrtk=3-0-1gq8vtj6og2f6801-1gq8vtj7ej44q801-3eb1642de24e887e-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-27
GIGROUP,Responsabile Della Manutenzione,Messina,3.8,6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=315&ao=1110586&s=58&guid=0000018691fecca5803897ea0141fd5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_021e3ce2&cb=1677486640568&jobListingId=1008483379790&cpc=B076152010A3B66C&jrtk=3-0-1gq8vtj6og2f6801-1gq8vtj7ej44q801-a1479e0c8c149626--6NYlbfkN0BgysnIr55e20vnvfGrU75tCLJ-2bjT-JRpm-kAsv4N0KODNmIMWIuulNjOxPs6c-7OtaU89qtE2p3W6wig5LlcDABvxtEbwX1tQn_utuS5ZX7EvJGc7b19eNSsfZAqvRH_JBpCA1GZeP137BeC28utptlV6USbu1oPhDYtPLe7-uEy-L8iswMRfN-QXBhdZY6R_3SwXng08cS4zFkmfW275trPZsNvaUd_oqg9QGlYLQHkaTfw02EnUdp_W8yJE5SiaqDTUVd0rhm7mzcF88jdcElpJawc8OAEOeY98Bm12frJ9YNPtUfXb4JQBHPFjzvEKNo0CTtuay1Ax4DBQ5xK2o4oyb8atlIBeBSLLjDp-TdQJXpZY6z6Jy3-dCQ-b0tPAcTacWe5cyCcb_dycDOvZvtUh4O4SW8SQamR126WCfdscThzPwbHk1dv0dk2_pLBCtzRahkuiO9aJ3TAubiJ85IhoZ5ATgzsGQfXTCW9wQ_c9kO40HRLIfxGAs-0IuRA5eJMsd_mT6PDWHTz8xEl_8Ku6ctuoXovVKgwMWLAn1Fw736C2AvqLbbRowdZwmrBOOapN3GhLzr0aI2jdY6rL6bROSHzyojIM4V-4_kOB3WohFYUHqFbSx_o6z90KTnNf5iukAo1dySK_RoTNfQoHSvNwoSm6LBr1iGi3kdB8DuM2alGpDqm3yCSC0i6ZCjCa-7xXJbSmF4OTiISmo2IhH4fRmVu0HpmDVuTTNp2lzsuyaJtxfyAnkOzXlQhlrSj-5cE2PGcot5VDBQBwc1wCqYnBsfUwIqbWVT7AZqAgUDLwd2HzLEkXziLl5ZAo649gFiCg1oacaUxQmxuRcXK2Os145IvXQ7_T4GABxbiHF-evKsphBj1_e_ngReSHNDJ4laH8U5xvvq4fyxOuf3obgYkDHXrQ9x1Gl-h50J9oZ7Aw63vf6WrjWqUxthWm6az0vdMhBbII583mUTUtTUzBSFSO_FwjSqu9mRLsx4Hc0vjsJnuujHq3qry41SHV84CW2dzHM2cAZD1nLgQKrmvrUJK2KELJVVdRTkkSMd84oLnLnTX7ozqd8XPKUBFnh4Rrj7b-z_n2BLLszz40bWan2cKZ4p-k4wvAmzOOHQ3TrggcYtr6JIvJ8-RZU3-rkrBMXv8_OPgvUeqApHJfOLhTmRObTXfZTUq9VvwPTiLHJ8Auq3L0KQGGlsNz52c-sV7LoJbcsJHSVUN-_5qKJtUqezUDzvQs7oMFiQdqgwvBQ%3D%3D,3.3,3.3,3.7,3.4,3.5,"Milano, Italia",Oltre 10.000 dipendenti,Azienda - Settore privato,$ 1 - $ 5 miliardi (USD),1998,Consulenza HR,Risorse umane e selezione del personale,2023-02-27
GIGROUP,Responsabile Della Manutenzione,Messina,3.8,6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=315&ao=1110586&s=58&guid=0000018691fecca5803897ea0141fd5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_021e3ce2&cb=1677486640568&jobListingId=1008483379790&cpc=B076152010A3B66C&jrtk=3-0-1gq8vtj6og2f6801-1gq8vtj7ej44q801-a1479e0c8c149626--6NYlbfkN0BgysnIr55e20vnvfGrU75tCLJ-2bjT-JRpm-kAsv4N0KODNmIMWIuulNjOxPs6c-7OtaU89qtE2p3W6wig5LlcDABvxtEbwX1tQn_utuS5ZX7EvJGc7b19eNSsfZAqvRH_JBpCA1GZeP137BeC28utptlV6USbu1oPhDYtPLe7-uEy-L8iswMRfN-QXBhdZY6R_3SwXng08cS4zFkmfW275trPZsNvaUd_oqg9QGlYLQHkaTfw02EnUdp_W8yJE5SiaqDTUVd0rhm7mzcF88jdcElpJawc8OAEOeY98Bm12frJ9YNPtUfXb4JQBHPFjzvEKNo0CTtuay1Ax4DBQ5xK2o4oyb8atlIBeBSLLjDp-TdQJXpZY6z6Jy3-dCQ-b0tPAcTacWe5cyCcb_dycDOvZvtUh4O4SW8SQamR126WCfdscThzPwbHk1dv0dk2_pLBCtzRahkuiO9aJ3TAubiJ85IhoZ5ATgzsGQfXTCW9wQ_c9kO40HRLIfxGAs-0IuRA5eJMsd_mT6PDWHTz8xEl_8Ku6ctuoXovVKgwMWLAn1Fw736C2AvqLbbRowdZwmrBOOapN3GhLzr0aI2jdY6rL6bROSHzyojIM4V-4_kOB3WohFYUHqFbSx_o6z90KTnNf5iukAo1dySK_RoTNfQoHSvNwoSm6LBr1iGi3kdB8DuM2alGpDqm3yCSC0i6ZCjCa-7xXJbSmF4OTiISmo2IhH4fRmVu0HpmDVuTTNp2lzsuyaJtxfyAnkOzXlQhlrSj-5cE2PGcot5VDBQBwc1wCqYnBsfUwIqbWVT7AZqAgUDLwd2HzLEkXziLl5ZAo649gFiCg1oacaUxQmxuRcXK2Os145IvXQ7_T4GABxbiHF-evKsphBj1_e_ngReSHNDJ4laH8U5xvvq4fyxOuf3obgYkDHXrQ9x1Gl-h50J9oZ7Aw63vf6WrjWqUxthWm6az0vdMhBbII583mUTUtTUzBSFSO_FwjSqu9mRLsx4Hc0vjsJnuujHq3qry41SHV84CW2dzHM2cAZD1nLgQKrmvrUJK2KELJVVdRTkkSMd84oLnLnTX7ozqd8XPKUBFnh4Rrj7b-z_n2BLLszz40bWan2cKZ4p-k4wvAmzOOHQ3TrggcYtr6JIvJ8-RZU3-rkrBMXv8_OPgvUeqApHJfOLhTmRObTXfZTUq9VvwPTiLHJ8Auq3L0KQGGlsNz52c-sV7LoJbcsJHSVUN-_5qKJtUqezUDzvQs7oMFiQdqgwvBQ%3D%3D,3.3,3.4,3.7,3.4,3.5,"Milano, Italia",Oltre 10.000 dipendenti,Azienda - Settore privato,$ 1 - $ 5 miliardi (USD),1998,Consulenza HR,Risorse umane e selezione del personale,2023-02-27
GIGROUP,Responsabile Della Manutenzione,Messina,3.8,6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=315&ao=1110586&s=58&guid=0000018691fecca5803897ea0141fd5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_021e3ce2&cb=1677486640568&jobListingId=1008483379790&cpc=B076152010A3B66C&jrtk=3-0-1gq8vtj6og2f6801-1gq8vtj7ej44q801-a1479e0c8c149626--6NYlbfkN0BgysnIr55e20vnvfGrU75tCLJ-2bjT-JRpm-kAsv4N0KODNmIMWIuulNjOxPs6c-7OtaU89qtE2p3W6wig5LlcDABvxtEbwX1tQn_utuS5ZX7EvJGc7b19eNSsfZAqvRH_JBpCA1GZeP137BeC28utptlV6USbu1oPhDYtPLe7-uEy-L8iswMRfN-QXBhdZY6R_3SwXng08cS4zFkmfW275trPZsNvaUd_oqg9QGlYLQHkaTfw02EnUdp_W8yJE5SiaqDTUVd0rhm7mzcF88jdcElpJawc8OAEOeY98Bm12frJ9YNPtUfXb4JQBHPFjzvEKNo0CTtuay1Ax4DBQ5xK2o4oyb8atlIBeBSLLjDp-TdQJXpZY6z6Jy3-dCQ-b0tPAcTacWe5cyCcb_dycDOvZvtUh4O4SW8SQamR126WCfdscThzPwbHk1dv0dk2_pLBCtzRahkuiO9aJ3TAubiJ85IhoZ5ATgzsGQfXTCW9wQ_c9kO40HRLIfxGAs-0IuRA5eJMsd_mT6PDWHTz8xEl_8Ku6ctuoXovVKgwMWLAn1Fw736C2AvqLbbRowdZwmrBOOapN3GhLzr0aI2jdY6rL6bROSHzyojIM4V-4_kOB3WohFYUHqFbSx_o6z90KTnNf5iukAo1dySK_RoTNfQoHSvNwoSm6LBr1iGi3kdB8DuM2alGpDqm3yCSC0i6ZCjCa-7xXJbSmF4OTiISmo2IhH4fRmVu0HpmDVuTTNp2lzsuyaJtxfyAnkOzXlQhlrSj-5cE2PGcot5VDBQBwc1wCqYnBsfUwIqbWVT7AZqAgUDLwd2HzLEkXziLl5ZAo649gFiCg1oacaUxQmxuRcXK2Os145IvXQ7_T4GABxbiHF-evKsphBj1_e_ngReSHNDJ4laH8U5xvvq4fyxOuf3obgYkDHXrQ9x1Gl-h50J9oZ7Aw63vf6WrjWqUxthWm6az0vdMhBbII583mUTUtTUzBSFSO_FwjSqu9mRLsx4Hc0vjsJnuujHq3qry41SHV84CW2dzHM2cAZD1nLgQKrmvrUJK2KELJVVdRTkkSMd84oLnLnTX7ozqd8XPKUBFnh4Rrj7b-z_n2BLLszz40bWan2cKZ4p-k4wvAmzOOHQ3TrggcYtr6JIvJ8-RZU3-rkrBMXv8_OPgvUeqApHJfOLhTmRObTXfZTUq9VvwPTiLHJ8Auq3L0KQGGlsNz52c-sV7LoJbcsJHSVUN-_5qKJtUqezUDzvQs7oMFiQdqgwvBQ%3D%3D,3.3,3.3,3.7,3.4,3.5,"Milano, Italia",Oltre 10.000 dipendenti,Azienda - Settore privato,$ 1 - $ 5 miliardi (USD),1998,Consulenza HR,Risorse umane e selezione del personale,2023-02-27
GIGROUP,Responsabile Della Manutenzione,Messina,3.8,6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=315&ao=1110586&s=58&guid=0000018691fecca5803897ea0141fd5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_021e3ce2&cb=1677486640568&jobListingId=1008483379790&cpc=B076152010A3B66C&jrtk=3-0-1gq8vtj6og2f6801-1gq8vtj7ej44q801-a1479e0c8c149626--6NYlbfkN0BgysnIr55e20vnvfGrU75tCLJ-2bjT-JRpm-kAsv4N0KODNmIMWIuulNjOxPs6c-7OtaU89qtE2p3W6wig5LlcDABvxtEbwX1tQn_utuS5ZX7EvJGc7b19eNSsfZAqvRH_JBpCA1GZeP137BeC28utptlV6USbu1oPhDYtPLe7-uEy-L8iswMRfN-QXBhdZY6R_3SwXng08cS4zFkmfW275trPZsNvaUd_oqg9QGlYLQHkaTfw02EnUdp_W8yJE5SiaqDTUVd0rhm7mzcF88jdcElpJawc8OAEOeY98Bm12frJ9YNPtUfXb4JQBHPFjzvEKNo0CTtuay1Ax4DBQ5xK2o4oyb8atlIBeBSLLjDp-TdQJXpZY6z6Jy3-dCQ-b0tPAcTacWe5cyCcb_dycDOvZvtUh4O4SW8SQamR126WCfdscThzPwbHk1dv0dk2_pLBCtzRahkuiO9aJ3TAubiJ85IhoZ5ATgzsGQfXTCW9wQ_c9kO40HRLIfxGAs-0IuRA5eJMsd_mT6PDWHTz8xEl_8Ku6ctuoXovVKgwMWLAn1Fw736C2AvqLbbRowdZwmrBOOapN3GhLzr0aI2jdY6rL6bROSHzyojIM4V-4_kOB3WohFYUHqFbSx_o6z90KTnNf5iukAo1dySK_RoTNfQoHSvNwoSm6LBr1iGi3kdB8DuM2alGpDqm3yCSC0i6ZCjCa-7xXJbSmF4OTiISmo2IhH4fRmVu0HpmDVuTTNp2lzsuyaJtxfyAnkOzXlQhlrSj-5cE2PGcot5VDBQBwc1wCqYnBsfUwIqbWVT7AZqAgUDLwd2HzLEkXziLl5ZAo649gFiCg1oacaUxQmxuRcXK2Os145IvXQ7_T4GABxbiHF-evKsphBj1_e_ngReSHNDJ4laH8U5xvvq4fyxOuf3obgYkDHXrQ9x1Gl-h50J9oZ7Aw63vf6WrjWqUxthWm6az0vdMhBbII583mUTUtTUzBSFSO_FwjSqu9mRLsx4Hc0vjsJnuujHq3qry41SHV84CW2dzHM2cAZD1nLgQKrmvrUJK2KELJVVdRTkkSMd84oLnLnTX7ozqd8XPKUBFnh4Rrj7b-z_n2BLLszz40bWan2cKZ4p-k4wvAmzOOHQ3TrggcYtr6JIvJ8-RZU3-rkrBMXv8_OPgvUeqApHJfOLhTmRObTXfZTUq9VvwPTiLHJ8Auq3L0KQGGlsNz52c-sV7LoJbcsJHSVUN-_5qKJtUqezUDzvQs7oMFiQdqgwvBQ%3D%3D,3.3,3.4,3.7,3.4,3.5,"Milano, Italia",Oltre 10.000 dipendenti,Azienda - Settore privato,$ 1 - $ 5 miliardi (USD),1998,Consulenza HR,Risorse umane e selezione del personale,2023-02-27
LINK DONNA,Addetto Alle Vendite,Messina,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=316&ao=1110586&s=58&guid=0000018691fecca5803897ea0141fd5c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_00984ce5&cb=1677486640569&jobListingId=1008226493586&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gq8vtj6og2f6801-1gq8vtj7ej44q801-10be2a21aad2d4bf--6NYlbfkN0CO7wCzx5pmpy80G-Ji5Ey9gKx8WwjF5Fx5cP7qXOc0WU7BF86cXlO1NEIGgQ9xAIWI6V3oT246-cQCS_KWD7SNYkkNHBoAxIkOGYgA2cP2h2ziNhSZ-0NFG4IxzPVTTaPSLKL6uQMu3j1wxwoIu8RedJrhUwOnGEjvlchBhStjQAhBvM0nuS9Ps0FWP9-8Rn5uQyA7iXZx5dByGid6FjutNHx7YL7EO0CCxGzdCZ2RZCYGXIsiy8m7041LDnjwoycse0ni3h7X1FDnIimomwqQrrS42XeFJu3mcOT_zDgYRerm-yFHjGDl-l5QFBTKeJNGL9Q5BAA-4aPk3GoWnL6E0qoOyYzCndVV4VLz014Ku3Azsy72WQZTjeN_i0e0dL-mVoeSASMWNeaHqJFB3tVjGzW721-7_InNUpr64hrNC2Zoe8jORDrlYRjEXV5xsRX8iVwCWXkfyX4TMNt5tuqqxwkdddj7RB-p438z1ftot2q9EeTLzEK6sWAkgrwRsE1n-XGCpZufgjcae9PdRUvKXYT6beDlQt03ikpECVVV_ph7C_5zD1uh,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-27
jobtech,Impiegato Ufficio Logistica,Messina,4.8,3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=317&ao=1136043&s=58&guid=0000018691fecca5803897ea0141fd5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_7bf3659b&cb=1677486640568&jobListingId=1008489261028&jrtk=3-0-1gq8vtj6og2f6801-1gq8vtj7ej44q801-e9f711aaac92891a-,4.7,4.7,4.8,4.9,4.7,"Milano, Italia",Da 1 a 50 dipendenti,Azienda - Settore privato,Sconosciuto/Non applicabile,2019,Consulenza HR,Risorse umane e selezione del personale,2023-02-27
TrovaWeb,Segretaria,Messina,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=318&ao=1136043&s=58&guid=0000018691fecca5803897ea0141fd5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_60db0499&cb=1677486640569&jobListingId=1007439904594&jrtk=3-0-1gq8vtj6og2f6801-1gq8vtj7ej44q801-365ea12ddf79191f-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-27
Hotel Tao,nan,Taormina,,9 g,https://www.glassdoor.it/partner/jobListing.htm?pos=319&ao=1110586&s=58&guid=0000018691fecca5803897ea0141fd5c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_dc3d06fe&cb=1677486640569&jobListingId=1008478828333&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gq8vtj6og2f6801-1gq8vtj7ej44q801-f3c4323c182dac0a--6NYlbfkN0Bo300oSVaS5qjeIXE0K4f3P_mOma5gzl3rTqtxxjTdeHt0Psx4FfX0NxV7eE7XuoF4rSLxyPr4eZ8uRwomBwKRvrhX3T2IuBPSJJCIa6owkdXyIQE03WKkBAZFw18o-1dF74-TVsDDl4M63Og9rpFq7jTf3lVkpP4UsAAUnb2N_a8X6xxKoQMK_M0a3it3f-5Fd5JuJ7eGGU0X0Gu86N1rBSYllEoVSyqWIlCxRFPhZOpiWpZK5AEQ7PmWDPUJ3f5338S4U6FE0FW5qXMZbGCSbRkwfWcCStYlCpyLe5BSov2Is_pGLQJai9L8fPkfiogMl8-eLXlxOi_yUEJzPgVNor68SXQ9EpyDxmjzJD0wBzY0Csz2ZDlgLUvfsS6LdCMe8fkg1T6zTQ_ChlRGRaZ8A6y3-8w3tMudAHKS5pbPE9RgoJEa2fnrxwgIr-OymnPRdTkqWYAdBhA0c7xpzNjN138AbsuSy1nNz0G-AGdAcDBfjz9G4DstMvtPTo7eiDwQMsW2ueN6yqsMVDHvYNQlgMPeHxckO8TbTq6CIc5vQVNUYIe9xBMilKzheM2BppBxlvIldPVodg%3D%3D,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-27
D.B. SERVIVE SRL,nan,Milazzo,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=320&ao=1136043&s=58&guid=0000018691fecca5803897ea0141fd5c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b8057cd9&cb=1677486640569&jobListingId=1008427838087&jrtk=3-0-1gq8vtj6og2f6801-1gq8vtj7ej44q801-4dcb2f597eabbe72-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-27
InPlace,Magazziniere,Messina,5.0,17 g,https://www.glassdoor.it/partner/jobListing.htm?pos=321&ao=1110586&s=58&guid=0000018691fecca5803897ea0141fd5c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d5fe2354&cb=1677486640569&jobListingId=1008461471047&cpc=3BA4CE39D5B5DEF5&jrtk=3-0-1gq8vtj6og2f6801-1gq8vtj7ej44q801-5064334d0c94df77--6NYlbfkN0D-km2IeUanHJfDPphcMBgbs_Db4Gn6HAteP7dEVckNvJXtrASzUdkntycenAc6J9BdQDGekuU6656MOLTT0y3rviMTHJXH1lnpNHO2if4NNZZCTJ6cy5Fwlmm2GOK1xqdSi-0csXHhsI7AVrleGNKFw1BM00FhTARxLju8JB7j2yoLl-5gIK3Efl50egDzk3HQcz0dhOG0zXS28rLmmUSm8Su2qLpqwfL277Fa8Z84awZsYx2PRKbKdvN5huULyRDNQvHo_4I8IxMqp4J3eRvibo24ThKTUf-VJxXNOY9M6Ggos97R4OIxPLpCGWXKi13Krv4AuWpN2Ehhl8c3SO_VehytaTdCpIyv6NMD925c3KvQVCd-vZPr-wmqGSNmaI7CWAmyxmO3u1XZvUrQbYI2MnV9tGYCvhSUXwmF38M5arfzpga1b_GzbqR4T6Uw_b_xS3lUCn1IvSEcJAADEjAWVEa541QPKWsnjtemkmKu4P-zBCqcR496xrXz8w-sq2qFgDnQpOYhPaSkFnn4VPOyHzEKDWMIRKWrTAR_Ifdmxax2R-nTbXtpkEoitKEBPndoFY6531qwmUTX7uFIg-iC8czTo_bTiQGsQsnloersf5AuMR-TFVbdStgjkRhJQ9twTH20-i-M3RUsRIAsp19HeyR7zSGLTAfaKB6fnWHtO7sDgSloIFs-eSLJ9pdsY8WTGBkdPO44AJtoMwDnasmpc7vJybCL4hDlLxxKC__yXeNjiZ-xm0vxwPdk_xfYo99nT6TQ8D_6ZQ%3D%3D,5.0,5.0,5.0,5.0,5.0,"Carlton, Australia",Da 51 a 200 dipendenti,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile,2023-02-27
